sentence,category,RequisitionID,JobTitle
"If employed, you will be given an Emergency Restoration assignment.",Description,R-017180,ENGINEER (all other)
"This means you may be called to assist during an emergency outside of your normal responsibilities, work hours and location.",Description,R-017180,ENGINEER (all other)
Lumen is guided by our belief that humanity is at its best when technology advances the way we live and work.,Marketing,328927-1,ENGINEER (all other)
"With 450,000 route fiber miles serving customers in more than 60 countries, we deliver the fastest, most secure global platform for applications and data to help businesses, government and communities deliver amazing experiences.",Marketing,328927-1,ENGINEER (all other)
"Learn more about Lumen's network, edge cloud, security and communication and collaboration solutions and our purpose to further human progress through technology at news.lumen.com, LinkedIn: /lumentechnologies, Twitter: @lumentechco, Facebook: /lumentechnologies, Instagram: @lumentechnologies and YouTube: /lumentechnologies.",Marketing,328927-1,ENGINEER (all other)
Are you an Operations Engineer with a DevOps mindset?,Description,328927-1,ENGINEER (all other)
Lumen wants to talk to you!,Marketing,328927-1,ENGINEER (all other)
Take your Network experience to the next level and continue to build on your coding experience.,Description,328927-1,ENGINEER (all other)
The Senior Operations Engineer position requires a high degree of technical knowledge of Network Operations combined with coding competencies to support various Lumen organizations.,Description,328927-1,ENGINEER (all other)
"The ideal candidate will have a background in network operations and experience with Transport, familiar with IP, Ethernet and Voice is a plus.",Requirements,328927-1,ENGINEER (all other)
Recognized coding experience and a Basic DevOps skill set are critical parts to develop the tools which will optimize the effectiveness of the team and network.,Requirements,328927-1,ENGINEER (all other)
"The role is split between Automation repair and Automation development, enhancement or improvement.",Description,328927-1,ENGINEER (all other)
Work in a Network Operations environment amongst network engineers with the goal of optimizing troubleshooting procedures and expanding machine-to-machine capabilities via automation and tools.,Description,328927-1,ENGINEER (all other)
Ability to effectively manage and deliver multiple projects to operational stability.,Description,328927-1,ENGINEER (all other)
"Communicate with all stakeholders throughout a project to gain clarification of requirements, provide project status, identify gaps, identify issues, discuss schedules.",Description,328927-1,ENGINEER (all other)
"Ability to influence the work of others in order to drive medium & large projects to successful completion through effective project management, customer interaction, and coordination.",Description,328927-1,ENGINEER (all other)
Ability to effectively estimate the time it will take for themselves and others to perform tasks and are able to influence the team's work to be completed within those timeframes.,Description,328927-1,ENGINEER (all other)
Effectively categorize support problems and respond with the appropriate level of urgency.,Description,328927-1,ENGINEER (all other)
Support existing applications and procedures.,Description,328927-1,ENGINEER (all other)
Write documentation to support applications and processes.,Description,328927-1,ENGINEER (all other)
Ability to modularize and scale solutions to meet the agreed upon business transformation goals.,Description,328927-1,ENGINEER (all other)
Collaborate and influence architects and operations team members to make the projects a success from inception to delivery.,Description,328927-1,ENGINEER (all other)
"Work closely with the Infrastructure & Platform Automation organization and Network Transformation organization individually or in collaborative teams to design, develop, and deliver various automation integration support and data analysis for clients throughout the Lumen Organization.",Description,328927-1,ENGINEER (all other)
Hands-on with coding practices on multiple applications preferably multiple functional areas using various technologies.,Description,328927-1,ENGINEER (all other)
Champion methodology by demonstrating ownership of all aspects of the development lifecycle.,Description,328927-1,ENGINEER (all other)
Bachelor's degree with 6+ years of experience.,Requirements,328927-1,ENGINEER (all other)
Excellent system understanding and troubleshooting capabilities.,Requirements,328927-1,ENGINEER (all other)
"Knowledgeable of Transport or Access/Broadband network devices, concepts and functionality.",Requirements,328927-1,ENGINEER (all other)
Familiar with networking protocols (Layer 2 & 3) desirable.,Requirements,328927-1,ENGINEER (all other)
"Familiar with IP, Metro, and Voice network devices concepts and functionality.",Requirements,328927-1,ENGINEER (all other)
"Ability to work on your own in a fast-paced, dynamic environment.",Requirements,328927-1,ENGINEER (all other)
Strong problem solving and communication skills required.,Requirements,328927-1,ENGINEER (all other)
"Agile practices, experience with source code control (Git).",Requirements,328927-1,ENGINEER (all other)
"Experience with scripting languages including Python, Ansible, Bash, Javascript.",Requirements,328927-1,ENGINEER (all other)
API knowledge and development.,Requirements,328927-1,ENGINEER (all other)
Data Analysis (fault and analytics).,Requirements,328927-1,ENGINEER (all other)
Based on your job application information you may be given the opportunity to complete a video interview immediately after applying.,Description,328927-1,ENGINEER (all other)
This will include a set of questions for you to record a response to in addition to Game Challenges.,Description,328927-1,ENGINEER (all other)
Completion of this video interview is a requirement in order to be considered for our open position.,Requirements,328927-1,ENGINEER (all other)
"Now not a good time? No worries, we will also send you an email with a link to complete the video interview.",Description,328927-1,ENGINEER (all other)
We strongly recommend that you complete this within 5 days of your application date.,Requirements,328927-1,ENGINEER (all other)
"When applying for a position, you may be subject to a background screen (criminal records check, motor vehicle report, and/or drug screen), depending on the requirements for the position.",Legal,328927-1,ENGINEER (all other)
More information on what's included in these checks can be found in the Post Offer section of our FAQ page (https://jobs.lumen.com/global/en/faq).,Legal,328927-1,ENGINEER (all other)
Job-related concerns noted in the background screen may disqualify you from the new position or your current role.,Legal,328927-1,ENGINEER (all other)
Background results will be evaluated on a case-by-case basis.,Legal,328927-1,ENGINEER (all other)
"We are committed to providing equal employment opportunities to all persons regardless of race, color, ancestry, citizenship, national origin, religion, veteran status, disability, genetic characteristic or information, age, gender, sexual orientation, gender identity, gender expression, marital status, family status, pregnancy, or other legally protected status (collectively, protected statuses).",Legal,328927-1,ENGINEER (all other)
"We do not tolerate unlawful discrimination in any employment decisions, including recruiting, hiring, compensation, promotion, benefits, discipline, termination, job assignments or training.",Legal,328927-1,ENGINEER (all other)
The above job definition information has been designed to indicate the general nature and level of work performed by employees within this classification.,Legal,328927-1,ENGINEER (all other)
"It is not designed to contain or be interpreted as a comprehensive inventory of all duties, responsibilities, and qualifications required of employees assigned to this job.",Legal,328927-1,ENGINEER (all other)
Job duties and responsibilities are subject to change based on changing business needs and conditions.,Legal,328927-1,ENGINEER (all other)
Salary Min : 72540 Salary Max : 161520.,Legal,328927-1,ENGINEER (all other)
This information reflects the anticipated base salary range for this position based on current national data.,Legal,328927-1,ENGINEER (all other)
Minimums and maximums may vary based on location.,Legal,328927-1,ENGINEER (all other)
"Individual pay is based on skills, experience and other relevant factors.",Legal,328927-1,ENGINEER (all other)
This position is eligible for either short-term incentives or sales compensation.,Legal,328927-1,ENGINEER (all other)
Director and VP positions also are eligible for long-term incentive.,Legal,328927-1,ENGINEER (all other)
"To learn more about our bonus structure, you can view additional information here. (https://jobs.lumen.com/global/en/compensation-information).",Legal,328927-1,ENGINEER (all other)
We're able to answer any additional questions you may have as you move through the selection process.,Description,328927-1,ENGINEER (all other)
"As part of our comprehensive benefits package, Lumen offers a broad range of Health, Life, Voluntary Lifestyle and other benefits and perks that enhance your physical, mental, emotional and financial wellbeing.",Marketing,328927-1,ENGINEER (all other)
You can learn more by clicking here. (https://centurylinkbenefits.com).,Marketing,328927-1,ENGINEER (all other)
"Note: For union-represented postings, wage rates and ranges are governed by applicable collective bargaining agreement provisions.",Legal,328927-1,ENGINEER (all other)
The Energy Systems Group (https://www.ll.mit.edu/r-d/homeland-protection/energy-systems) is part of the Homeland Protection Division and focuses on assisting the Departments of Defense and Homeland Security in securing the nation from energy-related threats.,Marketing,39827,ENGINEER (all other)
"Our group works on diverse programs including domestic and tactical military base energy resilience, microgrids - energy systems that can operate independently from the bulk electric grid, cyber security of operational technology that monitors and controls energy systems, and development of advanced energy technologies.",Description,39827,ENGINEER (all other)
"The group leads systems analysis efforts focusing on the gaps between infrastructure and operational requirements, executes live exercises for testing energy and cyber resilience posture, fields functional prototypes, and builds hardware-in-the-loop and real-time simulation testbeds.",Description,39827,ENGINEER (all other)
"Projects are conducted in an intimate and small team environment, leveraging expertise from within Lincoln Laboratory to successfully execute nationally important and cutting-edge efforts.",Marketing,39827,ENGINEER (all other)
"As a Security Engineer, you will be developing secure software solutions leveraged by MIT Lincoln Laboratory researchers and our U.S. government sponsors.",Description,39827,ENGINEER (all other)
"You will help us develop advanced technologies for ensuring the security and resiliency of U.S. critical infrastructure, with a particular focus on securing energy systems.",Description,39827,ENGINEER (all other)
"You will assist in the study, development, and prototyping of new security and orchestration tools that will allow users to rapidly assess and improve the security posture of real-world critical infrastructure environments.",Description,39827,ENGINEER (all other)
You will join a growing team of cross-disciplinary scientists and engineers who provide guidance to senior leaders and rapidly deploy technology solutions to real-world use cases.,Description,39827,ENGINEER (all other)
"+ BS in Computer Science, Computer Engineering, Cyber Security, Electrical Engineering, or a related technical discipline.",Requirements,39827,ENGINEER (all other)
"+ Proficient in one of the following programming languages (C/C++, Python, Go)",Requirements,39827,ENGINEER (all other)
+ Use of version control systems (Git),Requirements,39827,ENGINEER (all other)
"+ Experience with network protocol analysis (Tcpdump, Wireshark)",Requirements,39827,ENGINEER (all other)
"+ Infrastructure provisioning and orchestration (ansible, docker, vagrant)",Requirements,39827,ENGINEER (all other)
+ Ability to work effectively with a high level of uncertainty and conflicting or limited information,Requirements,39827,ENGINEER (all other)
+ Ability to quickly learn new technical areas and apply that knowledge to solve challenging problems,Requirements,39827,ENGINEER (all other)
+ DevSecOps ecosystem skillset,Requirements,39827,ENGINEER (all other)
"+ Virtualization technologies (VMware, QEMU)",Requirements,39827,ENGINEER (all other)
"+ Familiarity with industrial control system protocols (e.g., Modbus, IEC 61850, DNP3, OPC, BACnet)",Requirements,39827,ENGINEER (all other)
+ Familiarity with any of the following security areas:,Requirements,39827,ENGINEER (all other)
"+ Basic cryptographic principles and their practical application (e.g., ECC, RSA, JWT)",Requirements,39827,ENGINEER (all other)
"+ Penetration testing, adversary emulation, or red team operations",Requirements,39827,ENGINEER (all other)
+ Anomaly or intrusion detection techniques and systems,Requirements,39827,ENGINEER (all other)
+ Threat hunting in industrial control system environments,Requirements,39827,ENGINEER (all other)
+ Trusted platform modules,Requirements,39827,ENGINEER (all other)
+ Host and network-based security tools,Requirements,39827,ENGINEER (all other)
"For Benefits Information, click http://hrweb.mit.edu/benefits",Marketing,39827,ENGINEER (all other)
Selected candidate will be subject to a pre-employment background investigation and must be able to obtain and maintain a Secret level DoD security clearance.,Legal,39827,ENGINEER (all other)
"To safeguard our health and well-being, MIT Lincoln Laboratory requires COVID-19 vaccination for all employees.",Legal,39827,ENGINEER (all other)
Individuals may request exemption from the vaccine requirement for medical or religious reason.,Legal,39827,ENGINEER (all other)
MIT Lincoln Laboratory is an Equal Employment Opportunity (EEO) employer.,Legal,39827,ENGINEER (all other)
"All qualified applicants will receive consideration for employment and will not be discriminated against on the basis of race, color, religion, sex, sexual orientation, gender identity, national origin, age, veteran status, disability status, or genetic information; U.S. citizenship is required.",Legal,39827,ENGINEER (all other)
Requisition ID: [[id]],Legal,39827,ENGINEER (all other)
"As a team member for the System Operations group, the candidate will oversee and manage post COD sites in the real time operations center in Durham NC.",Description,JP-003989748,ENGINEER (all other)
This role will directly impact client success by maximizing availability/uptime for many of the world's leading-edge energy storage installations.,Description,JP-003989748,ENGINEER (all other)
"To accomplish this, the system operations engineer will monitor equipment in real time for various end users in the utility and C&I space.",Description,JP-003989748,ENGINEER (all other)
Overtime will be required as needed.,Description,JP-003989748,ENGINEER (all other)
This role reports to the Aftermarket Services Manager.,Description,JP-003989748,ENGINEER (all other)
"The ideal candidate is one that thrives in an entrepreneurial environment, where independent critical thinking and quick follow-on execution is highly valued.",Description,JP-003989748,ENGINEER (all other)
Key responsibilities include: Remote monitoring and operation of energy storage sites.,Description,JP-003989748,ENGINEER (all other)
Identification and resolution of faults and alarms.,Description,JP-003989748,ENGINEER (all other)
Tracking customer support requests in the CMMS.,Description,JP-003989748,ENGINEER (all other)
Communicate resolution steps to the customer while managing their expectations.,Description,JP-003989748,ENGINEER (all other)
Required Qualifications Minimum of a 2-year degree in Electrical Technology or Engineering.,Requirements,JP-003989748,ENGINEER (all other)
"Bachelor's degree in engineering, computer science, or related technical field preferred.",Requirements,JP-003989748,ENGINEER (all other)
Equivalent experience in a power generation control room will be considered in lieu of a degree.,Requirements,JP-003989748,ENGINEER (all other)
3+ years of experience in control room operation.,Requirements,JP-003989748,ENGINEER (all other)
Experience with renewable power generation preferred.,Requirements,JP-003989748,ENGINEER (all other)
"Ability to work a rotating shift 365 days a year including nights, weekends, and holidays.",Requirements,JP-003989748,ENGINEER (all other)
Availability to fill scheduled and un-scheduled shift vacancies.,Requirements,JP-003989748,ENGINEER (all other)
"Advanced computer skills including experience in SCADA system operations, MS Office applications, and Linux command line basics.",Requirements,JP-003989748,ENGINEER (all other)
"Familiar with electrical single line diagrams, mechanical drawings, and network diagrams.",Requirements,JP-003989748,ENGINEER (all other)
A track record of demonstrating a sense of urgency and a history of taking ownership of tasks/responsibilities.,Requirements,JP-003989748,ENGINEER (all other)
Ability to effectively communicate professionally both in writing and verbally.,Requirements,JP-003989748,ENGINEER (all other)
"Ability to explain and understand technical principles, concepts and situations.",Requirements,JP-003989748,ENGINEER (all other)
Ability to collect and analyze numerical data.,Requirements,JP-003989748,ENGINEER (all other)
Exceptional customer service and conflict resolution skills.,Requirements,JP-003989748,ENGINEER (all other)
NERC certified operator.,Requirements,JP-003989748,ENGINEER (all other)
Demonstrated ability to configure and troubleshoot TCP/IP networks.,Requirements,JP-003989748,ENGINEER (all other)
Troubleshooting of distributed power generation and controls equipment.,Requirements,JP-003989748,ENGINEER (all other)
"At Actalent, diversity and inclusion are a bridge towards the equity and success of our people.",Legal,JP-003989748,ENGINEER (all other)
"DE&I are embedded into our culture through: + Hiring diverse talent + Maintaining an inclusive environment through persistent self-reflection + Building a culture of care, engagement, and recognition with clear outcomes + Ensuring growth opportunities for our people.",Legal,JP-003989748,ENGINEER (all other)
Actalent is an equal opportunity employer.,Legal,JP-003989748,ENGINEER (all other)
Actalent connects passion with purpose.,Marketing,JP-003989748,ENGINEER (all other)
"We help visionary companies advance their engineering and science initiatives through access to specialized experts that drive scale, innovation, and speed to market.",Marketing,JP-003989748,ENGINEER (all other)
"With a network of almost 30,000 engineering and sciences consultants and more than 4,500 clients across the U.S., Canada, Asia, and Europe, Actalent serves many of the Fortune 500.",Marketing,JP-003989748,ENGINEER (all other)
"An operating company of Allegis Group, the global leader in talent solutions, Actalent launched as a new specialized engineering and sciences services and workforce solutions brand in 2021.",Marketing,JP-003989748,ENGINEER (all other)
"Thermal Engineer - Refrigeration Products Location SC, Williston Department Engineering Employment Type Full Time",Description,13749,ENGINEER (all other)
Have you ever used the self-checkout?,Marketing,13749,ENGINEER (all other)
Played the slots at a casino?,Marketing,13749,ENGINEER (all other)
Maybe you grabbled a drink for a vending machine or paid to park your car?,Marketing,13749,ENGINEER (all other)
"If you answered with a resounding YES, then you have done so with the aid of one of the 10 million devices installed by Crane Payment Innovations (CPI).",Marketing,13749,ENGINEER (all other)
"We make the technology that powers your everyday life, enabling more than 4 billion transactions every week in more than 143 currencies worldwide.",Marketing,13749,ENGINEER (all other)
"From cash and coins to cards and mobile, we keep the world of payments moving with smart validation devices and business management software.",Marketing,13749,ENGINEER (all other)
"Headquartered in Malvern, PA, CPI is supported by more than 2500 global associates, 7 manufacturing sites, 12 corporate offices, and 43 service branches.",Marketing,13749,ENGINEER (all other)
"If you want to have a hands-on global impact on payment solutions, we want you to join our team as a Thermal Engineer - Refrigeration Products in our CPI Williston, SC facility (hybrid).",Marketing,13749,ENGINEER (all other)
WHAT YOU WILL BE DOING,Description,13749,ENGINEER (all other)
"As a Thermal Engineer - Refrigeration Products, you will become a member of our largest functional group, Engineering, the foundation of CPI.",Description,13749,ENGINEER (all other)
You will help to ensure CPI is positioned today and tomorrow to meet the ever-changing industry and governmental regulations for the refrigerated product and environmental directives.,Description,13749,ENGINEER (all other)
You will have a direct impact on our Engineering team with the following responsibilities:,Description,13749,ENGINEER (all other)
"+ Work independently and collaboratively with other team members to design, develop, and maintain refrigeration systems for the company's products that utilize refrigeration systems",Description,13749,ENGINEER (all other)
"+ Recommend refrigeration solutions for new product development based on best technology for quality, cost, and performance",Description,13749,ENGINEER (all other)
"+ Work with the various business units across the organization to align with project requirements and bring to the design team all the inputs required to execute the project (engineering specification), aligned with the customer expectations (VOC - Voice of Customer)",Description,13749,ENGINEER (all other)
+ Perform Heat-Loss calculations for cabinet structures,Description,13749,ENGINEER (all other)
"+ Work with suppliers to identify, design, specify refrigeration system components or systems",Description,13749,ENGINEER (all other)
"+ Develop and define performance requirements, schedules, and deliverables for projects",Description,13749,ENGINEER (all other)
+ Prepare documentation and specifications for selected designs,Description,13749,ENGINEER (all other)
+ Create and maintain product configuration through BOMs and structured EC (engineering change) process,Description,13749,ENGINEER (all other)
"+ Optimize existing refrigeration systems to improve quality, cost, and performance",Description,13749,ENGINEER (all other)
+ Assess refrigeration performance: analyze and interpret results for current and new products,Description,13749,ENGINEER (all other)
"+ Provide technical support to manufacturing, sourcing, supplier quality, tech service and others",Description,13749,ENGINEER (all other)
"+ Participate in continuous improvement, lean projects, and Kaizen events",Description,13749,ENGINEER (all other)
WHO WE ARE LOOKING FOR Qualifications and Requirements,Description,13749,ENGINEER (all other)
You will bring engineering experience with well demonstrated success in refrigeration products field,Requirements,13749,ENGINEER (all other)
"+ Bachelor's degree in or higher in Mechanical Engineering, with a strong background in Thermodynamics, Heat Transfer, and Fluid Mechanics/Dynamics.",Requirements,13749,ENGINEER (all other)
"Must have an excellent understanding of refrigeration systems design and system design principles, manufacturing processes, and test methods",Requirements,13749,ENGINEER (all other)
"+ Minimum 5 years engineering experience, with at least three years of experience designing refrigeration systems for mass production",Requirements,13749,ENGINEER (all other)
+ Able to work independently as well as with a team,Requirements,13749,ENGINEER (all other)
+ Experience with 3D CAD software and MicroSoft Office tools,Requirements,13749,ENGINEER (all other)
+ Some travel may be required,Requirements,13749,ENGINEER (all other)
Personal Attributes,Description,13749,ENGINEER (all other)
+ Action Oriented: You display a sense of urgency and are known for being a timely decision maker,Requirements,13749,ENGINEER (all other)
+ Flexible: You are comfortable wearing many hats and able to shift priorities as needed,Requirements,13749,ENGINEER (all other)
+ Organized: You assemble all necessary materials and information before starting a task,Requirements,13749,ENGINEER (all other)
"+ Team Player: You are approachable, and willing to follow, or lead based on the team's need and ability to interface with personnel from various departments and levels",Requirements,13749,ENGINEER (all other)
"+ Quality written communication: Your writing is concise and descriptive, and you believe it is necessary to overcommunicate project status/updates",Requirements,13749,ENGINEER (all other)
WHAT WE ARE OFFERING,Description,13749,ENGINEER (all other)
+ Flexible work environments,Description,13749,ENGINEER (all other)
+ Defined career growth plans with opportunities to go outside of your comfort zone,Description,13749,ENGINEER (all other)
+ Team building activities that support innovation,Description,13749,ENGINEER (all other)
+ Generous paid time off plus sick and Holiday pay,Description,13749,ENGINEER (all other)
"+ Medical, dental & vision insurance plans",Description,13749,ENGINEER (all other)
+ 401K with company contribution,Description,13749,ENGINEER (all other)
+ Flexible spending accounts,Description,13749,ENGINEER (all other)
+ Life insurance and disability benefits,Description,13749,ENGINEER (all other)
+ Discounts for childcare,Description,13749,ENGINEER (all other)
+ Tuition assistance,Description,13749,ENGINEER (all other)
+ Community involvement and volunteering events,Description,13749,ENGINEER (all other)
+ Opportunities to travel and work at global sites,Description,13749,ENGINEER (all other)
Sound interesting? Come see why we are OneCPI!,Marketing,13749,ENGINEER (all other)
CPI is a part of Crane NXT,Marketing,13749,ENGINEER (all other)
"CraneNXT is a premier industrial technology company that provides proprietary and trusted technology solutions to secure, detect, and authenticate what matters most to its customers.",Marketing,13749,ENGINEER (all other)
"The company is a pioneer in advanced, proprietary micro-optics technology for securing physical products, and its sophisticated electronic equipment and associated software leverages proprietary core capabilities with detection and sensing technologies.",Marketing,13749,ENGINEER (all other)
"CraneNXT has approximately 4000 employees with global operations and manufacturing facilities in the United States, the United Kingdom, Mexico, Japan, Switzerland, Germany, Sweden, and Malta.",Marketing,13749,ENGINEER (all other)
"For more information, visit www.cranenxt.com",Marketing,13749,ENGINEER (all other)
Crane Payment Innovations is committed to hiring a diverse workforce.,Legal,13749,ENGINEER (all other)
"Applicants will receive consideration without regard to race, color, religion, sex, gender identity, sexual orientation, age, disability, military status, or national origin or any other characteristic protected under federal, state, or applicable local law.",Legal,13749,ENGINEER (all other)
#CPI #LI CG1 #LI-hybrid,Legal,13749,ENGINEER (all other)
The Field Engineer II has completed at least one year working in the construction industry.,Requirements,3246,ENGINEER (all other)
"He/she will be familiar with a variety of construction disciplines such as Safety, Estimating, Project Management and Operations.",Requirements,3246,ENGINEER (all other)
The Field Engineer will be given responsibilities and decision-making authority.,Description,3246,ENGINEER (all other)
He/she will not be required to perform manual labor in this position but will actively and independently manage those who do.,Description,3246,ENGINEER (all other)
"Responsible for the safety of all assigned employees and subcontractors to ensure the safe execution of all activities, including the strict adherence to company safety policies and programs through the communication and enforcement of the Skanska Safety and Health Management Program, including the ability to independently stop work for a safety violation or suspected safety violation.",Description,3246,ENGINEER (all other)
"Supervise, on a day-to-day basis, on-site field labor force.",Description,3246,ENGINEER (all other)
Inspection of contractor or subcontract operations to ensure compliance with Contract and determine non-compliance where applicable.,Description,3246,ENGINEER (all other)
"Create and maintain site logistics plan, in coordination with Project Manager.",Description,3246,ENGINEER (all other)
Conduct quality inspections and determine Quality Control deficiencies.,Description,3246,ENGINEER (all other)
Coordinate site testing and inspection efforts.,Description,3246,ENGINEER (all other)
"Monitor costs, including labor time and material.",Description,3246,ENGINEER (all other)
"Manage schedules, including preparation of detailed short-term schedules and ensuring all assigned activities take place on or ahead of scheduled dates, including the exercise of decision-making to reschedule and/or re-coordinate work to ensure compliance with applicable project schedules.",Description,3246,ENGINEER (all other)
Prepare and submit Daily Reports including work in-place quantities.,Description,3246,ENGINEER (all other)
"Attend and participate in project meetings, including subcontractor meetings.",Description,3246,ENGINEER (all other)
The above statements are intended to describe the general nature and level of work performed by employees assigned to this position.,Description,3246,ENGINEER (all other)
"They are not intended to be an exhaustive list of all responsibilities, duties and skills required of personnel so classified.",Description,3246,ENGINEER (all other)
Duties and responsibilities may be added or changed as deemed appropriate by management at any time.,Description,3246,ENGINEER (all other)
Computer proficient with ability to adapt to new innovations and processes.,Requirements,3246,ENGINEER (all other)
"Capable of understanding construction documents including drawings, standards, and specifications.",Requirements,3246,ENGINEER (all other)
"Strong written, communication and problem-solving skills.",Requirements,3246,ENGINEER (all other)
Good math/accounting skills.,Requirements,3246,ENGINEER (all other)
Good leadership skills.,Requirements,3246,ENGINEER (all other)
Functions effectively as part of a team.,Requirements,3246,ENGINEER (all other)
Excellent time management and organizational skills.,Requirements,3246,ENGINEER (all other)
Ability to maintain discretion and confidentiality at all times.,Requirements,3246,ENGINEER (all other)
"Bachelor of Science in Construction or Engineering preferred, but experience may be considered in lieu of same.",Requirements,3246,ENGINEER (all other)
One year industry experience.,Requirements,3246,ENGINEER (all other)
Skanska is an equal employment opportunity employer.,Legal,3246,ENGINEER (all other)
"All qualified applicants will receive consideration for employment without regard to race, color, religion or creed, sex, sexual orientation, gender identity, national origin or citizenship status, disability, status as a protected veteran, or any other protected characteristics under federal, state, or local law.",Legal,3246,ENGINEER (all other)
Skanska Equal Employment Opportunity (https://www.usa.skanska.com/who-we-are/our-impact/responsibility/diversity-and-inclusion-d--i/equal-employment-opportunity/).,Legal,3246,ENGINEER (all other)
"Skanska uses knowledge & foresight to shape the way people live, work, and connect.",Marketing,3246,ENGINEER (all other)
"More than 135 years in the making, we're one of the world's largest development and construction companies.",Marketing,3246,ENGINEER (all other)
"We operate in select markets throughout the Nordics, Europe and the United States.",Marketing,3246,ENGINEER (all other)
Skanska in the U.S. is headquartered in New York City with 30 offices around the country.,Marketing,3246,ENGINEER (all other)
"In 2021, construction in the U.S. generated $6.4 billion in revenue, and as a developer in the U.S., Skanska has invested a total of $3 billion in commercial and multi-family projects.",Marketing,3246,ENGINEER (all other)
"Together with our customers and the collective expertise of our 7,300+ teammates in the U.S. and 30,000+ globally, we create innovative and sustainable solutions that support healthy living beyond our lifetime.",Marketing,3246,ENGINEER (all other)
Search Firm and Employment Agency Disclaimer.,Legal,3246,ENGINEER (all other)
"Skanska USA Human Resources (Skanska HR) provides HR services to the Skanska business units within the U.S.A. including Skanska USA Civil Inc., Skanska USA Building Inc., Skanska USA Commercial Development Inc. and Skanska Infrastructure Development Inc. (collectively Skanska USA).",Legal,3246,ENGINEER (all other)
"As such, Skanska HR is the sole authorized representative of Skanska USA to execute any agreements with search firms, employment agencies or any employment vendor (Vendor).",Legal,3246,ENGINEER (all other)
"As a condition precedent to any entitlement for payment, a Vendor shall have both (1) Skanska USA Placement Agreement, and (2) an Engagement Job Order executed by an authorized Skanska HR representative.",Legal,3246,ENGINEER (all other)
"Absent the properly executed documents, Skanska HR shall have no obligation to make payment to the Vendor.",Legal,3246,ENGINEER (all other)
Verbal or written communications from any employee of Skanska USA business units shall not be considered binding obligations.,Legal,3246,ENGINEER (all other)
All resumes whether unsolicited or solicited shall be considered property of Skanska HR.,Legal,3246,ENGINEER (all other)
Are you looking to take your career to the next level?,Marketing,2023-1565,ENGINEER (all other)
Joining the Stellar team means you can take ownership of your future.,Marketing,2023-1565,ENGINEER (all other)
We are a people-focused company that values our employees and offers all the benefits of being a market leader.,Marketing,2023-1565,ENGINEER (all other)
"As an employee owner on our team, you will have opportunities for personal and professional growth, as well as the chance to contribute to our ongoing success & rapid growth.",Marketing,2023-1565,ENGINEER (all other)
"Stellar was founded in 1990 in Garner, Iowa, and has since expanded operations to multiple U.S. locations.",Marketing,2023-1565,ENGINEER (all other)
"Stellar is a 100% employee-owned and operated manufacturer of high-quality work trucks and trailers, as well as service truck and van accessories.",Marketing,2023-1565,ENGINEER (all other)
"Through an innovative, growing product line and an expanding distribution network, Stellar has gained an international presence and become the No. 1 productivity choice in many markets.",Marketing,2023-1565,ENGINEER (all other)
Our commitment to building the best equipment requires the best people.,Marketing,2023-1565,ENGINEER (all other)
"If you are passionate about creating quality products in a positive, friendly teamwork atmosphere, we want to hear from you!",Marketing,2023-1565,ENGINEER (all other)
Apply today and take the first step towards an exciting and rewarding career with Stellar Industries.,Marketing,2023-1565,ENGINEER (all other)
"As an Automation Engineer at Stellar, you'll play a crucial role in developing and implementing automation for optimal, cost-effective manufacturing processes and methods in accordance with product specifications and quality standards.",Description,2023-1565,ENGINEER (all other)
"Not only will you be contributing to the overall success of our products, but you'll also be part of a company that is widely known and loved for being an exceptional employer.",Marketing,2023-1565,ENGINEER (all other)
"At Stellar, we prioritize the happiness and well-being of our employees, offering a positive work environment where you'll feel valued and connected.",Marketing,2023-1565,ENGINEER (all other)
Join us in upholding our high standards and making a real impact on our products and customers.,Marketing,2023-1565,ENGINEER (all other)
"Responsibilities Analyze, design, and implement manufacturing concepts and cells using effective systems, lean principles, and simulation tools to optimize; use of space, equipment, material usage, process flow and personnel standard work (reduce motion and waste).",Description,2023-1565,ENGINEER (all other)
Support all current and new product introductions as it relates to the manufacturing process.,Description,2023-1565,ENGINEER (all other)
Assist all production operations in improvements to reduce throughput time and improve quality.,Description,2023-1565,ENGINEER (all other)
Stay informed of new manufacturing technologies and equipment to support and improve the manufacturability of quality products in a cost-effective manner.,Description,2023-1565,ENGINEER (all other)
"Lead or assist with cost reduction efforts through re-engineering of the product, material, and the process.",Description,2023-1565,ENGINEER (all other)
"Assist in developing plant layout in planning rearrangement of facilities, equipment, and operations for better utilization of space and workflows.",Description,2023-1565,ENGINEER (all other)
Determine root causes of poor manufacturing process performance and work to diminish occurrences.,Description,2023-1565,ENGINEER (all other)
Assist in the assessment of automation vendor/subcontractor evaluation to ensure the manufacturing processes are in accordance with Stellar specifications and quality standards.,Description,2023-1565,ENGINEER (all other)
"Initiate and promote a culture of continuous improvement, especially as it relates to cost, quality, safety.",Description,2023-1565,ENGINEER (all other)
Responsible for the development of technology support strategies.,Description,2023-1565,ENGINEER (all other)
"Prepare quotations for labor, tooling, and equipment to support the business unit requirements.",Description,2023-1565,ENGINEER (all other)
Participate in concurrent engineering design reviews.,Description,2023-1565,ENGINEER (all other)
"Evaluate and approve drawings, routings, specs, and other documents.",Description,2023-1565,ENGINEER (all other)
Ensure training is conducted to introduce new processes.,Description,2023-1565,ENGINEER (all other)
